Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
11030,Game_11030,3DS,1984,Shooter,Activision,2.25,1.43,0.87,0.59,5.14
11031,Game_11031,PS2,1997,Fighting,Nintendo,0.53,0.24,0.16,0.98,1.91
11032,Game_11032,DS,2015,Simulation,THQ,0.26,0.13,0.06,0.83,1.28
11033,Game_11033,PS4,2013,Action,Sony Computer Entertainment,1.11,1.24,0.35,1.02,3.72
11034,Game_11034,GBA,2007,Shooter,Sony Computer Entertainment,1.69,0.65,0.36,0.68,3.37
11035,Game_11035,X360,1996,Misc,Namco Bandai Games,1.92,0.91,0.81,0.67,4.31
11036,Game_11036,DS,1987,Shooter,Ubisoft,0.19,0.09,0.11,0.36,0.76
11037,Game_11037,XOne,2013,Action,Activision,0.75,0.2,0.15,0.35,1.45
11038,Game_11038,PSP,2004,Shooter,Activision,0.07,0.06,0.04,0.14,0.32
11039,Game_11039,PSP,2013,Misc,Ubisoft,0.29,0.17,0.13,0.24,0.83
11040,Game_11040,X360,2014,Role-Playing,THQ,4.47,1.83,0.76,1.57,8.63
11041,Game_11041,Wii,1999,Racing,Nintendo,7.58,4.41,3.48,0.3,15.19
11042,Game_11042,PS4,1994,Simulation,Electronic Arts,8.78,2.12,2.03,1.9,14.82
11043,Game_11043,PSP,1992,Racing,Sony Computer Entertainment,1.78,0.84,0.5,0.07,3.19
11044,Game_11044,3DS,2016,Sports,Activision,1.07,0.51,0.27,0.11,1.97
11045,Game_11045,Wii,2014,Sports,Konami Digital Entertainment,0.79,0.44,0.45,0.29,1.97
11046,Game_11046,GBA,2013,Fighting,Sega,0.58,0.22,0.19,0.11,1.1
11047,Game_11047,PS2,2007,Role-Playing,Activision,2.73,1.37,0.75,0.1,4.78
11048,Game_11048,3DS,2010,Adventure,Ubisoft,0.3,0.42,0.17,0.44,1.33
11049,Game_11049,DS,2015,Sports,Nintendo,2.03,1.59,0.57,0.65,4.83
11050,Game_11050,PS2,2009,Role-Playing,Ubisoft,0.09,0.08,0.01,0.08,0.25
11051,Game_11051,Wii,1998,Simulation,Nintendo,0.08,0.05,0.04,0.03,0.19
11052,Game_11052,Wii,2004,Misc,Activision,0.06,0.03,0.01,0.08,0.18
11053,Game_11053,DS,2013,Action,Nintendo,19.01,7.57,7.61,0.69,34.66
11054,Game_11054,Wii,2006,Role-Playing,Sega,4.74,1.31,1.14,3.01,10.2
11055,Game_11055,X360,1994,Adventure,Konami Digital Entertainment,0.1,0.12,0.05,0.17,0.43
11056,Game_11056,PS4,2002,Misc,Konami Digital Entertainment,0.36,0.14,0.03,0.84,1.37
11057,Game_11057,PSP,2002,Adventure,THQ,0.3,0.18,0.07,0.03,0.58
11058,Game_11058,XOne,2013,Shooter,Konami Digital Entertainment,0.58,0.54,0.21,0.59,1.92
11059,Game_11059,PS4,2007,Simulation,Sony Computer Entertainment,6.4,2.18,1.9,1.02,11.49
11060,Game_11060,XOne,2005,Action,Electronic Arts,1.5,0.7,0.29,0.85,3.34
11061,Game_11061,PS4,2003,Misc,THQ,1.0,0.54,0.38,0.04,1.84
11062,Game_11062,GBA,2003,Adventure,Namco Bandai Games,1.25,1.41,0.52,2.48,5.65
11063,Game_11063,XOne,2006,Fighting,Konami Digital Entertainment,0.65,0.35,0.38,0.94,2.32
11064,Game_11064,GBA,2003,Simulation,Activision,0.1,0.06,0.05,0.02,0.24
11065,Game_11065,GBA,2015,Misc,Sony Computer Entertainment,2.07,0.53,0.69,0.89,4.18
11066,Game_11066,PSP,2003,Action,Ubisoft,10.1,7.63,2.84,2.62,23.19
11067,Game_11067,Wii,2013,Shooter,Ubisoft,0.41,0.26,0.19,0.58,1.44
11068,Game_11068,DS,1989,Platform,THQ,0.76,0.58,0.57,1.21,3.12
11069,Game_11069,PS3,2003,Shooter,Activision,1.74,1.1,0.09,0.99,3.93
11070,Game_11070,PS4,2005,Fighting,Nintendo,0.52,0.23,0.22,0.02,0.93
11071,Game_11071,PS2,2003,Role-Playing,Ubisoft,0.19,0.12,0.04,0.03,0.38
11072,Game_11072,XOne,2006,Action,Electronic Arts,1.52,0.91,0.53,0.06,2.82
11073,Game_11073,Wii,2009,Role-Playing,Nintendo,0.65,0.47,0.14,0.07,1.33
11074,Game_11074,GBA,2011,Role-Playing,Nintendo,8.43,4.43,1.77,0.29,14.64
11075,Game_11075,DS,2000,Fighting,Namco Bandai Games,2.51,2.12,0.67,5.23,10.53
11076,Game_11076,PSP,2009,Role-Playing,Sega,0.65,0.45,0.09,0.39,1.58
11077,Game_11077,PSP,1995,Role-Playing,Electronic Arts,0.32,0.06,0.11,0.05,0.53
11078,Game_11078,PS2,1997,Shooter,Sega,0.87,0.76,0.7,1.23,3.56
11079,Game_11079,Wii,2015,Action,Namco Bandai Games,0.22,0.15,0.1,0.01,0.44
11080,Game_11080,PS3,2016,Simulation,Ubisoft,0.37,0.17,0.23,0.38,1.15
11081,Game_11081,XOne,1995,Platform,Ubisoft,0.3,0.09,0.1,0.01,0.5
11082,Game_11082,PS3,2011,Adventure,THQ,1.66,0.49,0.1,0.84,3.09
11083,Game_11083,XOne,1993,Shooter,Ubisoft,0.04,0.02,0.0,0.01,0.08
11084,Game_11084,3DS,2013,Sports,Sony Computer Entertainment,4.47,1.73,1.92,2.69,10.8
11085,Game_11085,XOne,2016,Shooter,Activision,0.56,0.39,0.44,0.51,1.9
11086,Game_11086,GBA,1996,Misc,Sega,0.61,0.57,0.66,0.85,2.69
11087,Game_11087,Wii,1999,Role-Playing,Konami Digital Entertainment,0.51,0.36,0.31,0.5,1.69
11088,Game_11088,3DS,2014,Fighting,Ubisoft,0.2,0.14,0.15,0.15,0.64
11089,Game_11089,3DS,1988,Racing,Electronic Arts,0.12,0.09,0.01,0.06,0.28
11090,Game_11090,X360,2014,Simulation,Namco Bandai Games,3.27,0.97,1.27,1.05,6.57
11091,Game_11091,PS2,2015,Shooter,Capcom,0.17,0.05,0.01,0.11,0.34
11092,Game_11092,PS2,2001,Platform,Ubisoft,0.15,0.19,0.05,0.32,0.71
11093,Game_11093,GBA,2002,Fighting,Sega,0.3,0.24,0.17,0.04,0.75
11094,Game_11094,Wii,1992,Fighting,Capcom,0.37,0.08,0.08,0.11,0.64
11095,Game_11095,PS3,2005,Shooter,Nintendo,0.04,0.02,0.0,0.03,0.1
11096,Game_11096,X360,1998,Shooter,Nintendo,1.17,0.63,0.11,0.43,2.34
11097,Game_11097,XOne,2006,Simulation,Ubisoft,0.12,0.09,0.07,0.31,0.59
11098,Game_11098,3DS,1997,Fighting,Capcom,1.42,0.8,0.71,1.85,4.78
11099,Game_11099,X360,2012,Role-Playing,Namco Bandai Games,0.33,0.1,0.18,0.25,0.86
11100,Game_11100,PS3,2005,Adventure,Capcom,0.6,0.36,0.2,0.12,1.28
11101,Game_11101,PS2,1988,Adventure,Ubisoft,0.46,0.29,0.02,0.09,0.86
11102,Game_11102,PS2,2016,Action,Sony Computer Entertainment,0.01,0.01,0.01,0.0,0.03
11103,Game_11103,PSP,1997,Role-Playing,Capcom,0.15,0.05,0.07,0.13,0.39
11104,Game_11104,PS4,2016,Adventure,Nintendo,1.81,1.69,1.2,0.71,5.42
11105,Game_11105,XOne,2015,Shooter,Activision,37.61,8.37,7.07,21.02,74.07
11106,Game_11106,XOne,1988,Misc,THQ,2.03,0.92,0.17,2.53,5.65
11107,Game_11107,PS3,1982,Shooter,Sega,0.07,0.02,0.03,0.08,0.21
11108,Game_11108,Wii,2014,Simulation,Konami Digital Entertainment,0.47,0.21,0.19,0.3,1.18
11109,Game_11109,GBA,2009,Fighting,Sega,1.26,1.19,0.57,0.56,3.58
11110,Game_11110,DS,2008,Action,Activision,0.8,0.73,0.09,0.5,2.11
11111,Game_11111,3DS,2015,Sports,Nintendo,3.78,2.61,0.8,1.28,8.47
11112,Game_11112,PS4,2015,Action,Electronic Arts,0.31,0.21,0.06,0.28,0.86
11113,Game_11113,PS2,2005,Simulation,Konami Digital Entertainment,1.51,1.16,1.07,1.22,4.96
11114,Game_11114,PSP,2007,Racing,Konami Digital Entertainment,3.35,1.92,2.81,5.54,13.62
11115,Game_11115,X360,2004,Racing,Capcom,0.94,1.09,0.25,1.41,3.7
11116,Game_11116,DS,1988,Role-Playing,Nintendo,0.12,0.04,0.04,0.1,0.3
11117,Game_11117,X360,1997,Sports,Sony Computer Entertainment,0.22,0.07,0.02,0.26,0.57
11118,Game_11118,PSP,2001,Role-Playing,THQ,4.15,2.07,1.13,0.14,7.04
11119,Game_11119,GBA,2012,Sports,Capcom,12.04,8.46,3.28,22.66,46.44
11120,Game_11120,X360,2014,Adventure,Konami Digital Entertainment,0.07,0.05,0.01,0.06,0.19
11121,Game_11121,DS,2014,Racing,Nintendo,0.47,0.31,0.12,0.52,1.42
11122,Game_11122,Wii,2013,Racing,Sega,0.3,0.2,0.27,0.39,1.15
11123,Game_11123,3DS,1996,Misc,THQ,1.99,0.5,0.08,1.02,3.58
11124,Game_11124,PS4,2011,Racing,Ubisoft,0.21,0.12,0.09,0.01,0.38
11125,Game_11125,XOne,1999,Racing,Sony Computer Entertainment,1.99,0.94,0.26,0.17,3.36
11126,Game_11126,3DS,2015,Role-Playing,Sony Computer Entertainment,0.33,0.1,0.18,0.12,0.74
11127,Game_11127,PS2,2016,Adventure,Capcom,0.14,0.22,0.03,0.26,0.66
11128,Game_11128,3DS,1989,Racing,Activision,9.44,6.61,2.25,1.57,19.87
11129,Game_11129,PSP,1989,Sports,Electronic Arts,0.19,0.08,0.08,0.01,0.35
11130,Game_11130,PS2,2012,Simulation,Konami Digital Entertainment,1.97,0.49,0.22,0.73,3.41
11131,Game_11131,X360,1983,Role-Playing,Namco Bandai Games,0.45,0.25,0.07,0.01,0.75
11132,Game_11132,DS,2001,Misc,Sega,0.17,0.17,0.04,0.31,0.69
11133,Game_11133,Wii,2012,Shooter,Ubisoft,0.63,0.27,0.21,0.02,1.12
11134,Game_11134,DS,1999,Role-Playing,Namco Bandai Games,0.2,0.09,0.04,0.11,0.44
11135,Game_11135,X360,2012,Role-Playing,Konami Digital Entertainment,0.02,0.02,0.01,0.01,0.07
11136,Game_11136,PS2,2002,Role-Playing,Sega,0.94,0.35,0.25,0.63,2.17
11137,Game_11137,PS3,2007,Adventure,Activision,0.6,0.63,0.17,0.68,2.08
11138,Game_11138,X360,2009,Action,Sony Computer Entertainment,9.36,3.58,0.78,2.49,16.21
11139,Game_11139,3DS,2009,Platform,Nintendo,8.59,5.45,0.73,3.31,18.08
11140,Game_11140,XOne,1990,Platform,Sega,0.76,0.38,0.17,0.3,1.61
11141,Game_11141,XOne,2015,Adventure,Sega,0.64,0.49,0.21,0.79,2.13
11142,Game_11142,Wii,1989,Simulation,Namco Bandai Games,8.17,3.61,8.05,14.14,33.96
11143,Game_11143,DS,1993,Role-Playing,Nintendo,0.97,0.38,0.46,0.69,2.5
11144,Game_11144,XOne,1997,Racing,Konami Digital Entertainment,0.25,0.1,0.05,0.47,0.87
11145,Game_11145,PS2,2015,Platform,Sony Computer Entertainment,2.26,1.37,1.69,3.16,8.48
11146,Game_11146,PS4,2010,Adventure,Capcom,1.49,1.13,0.52,3.1,6.23
11147,Game_11147,DS,2013,Shooter,Sony Computer Entertainment,8.11,2.25,0.74,2.67,13.77
11148,Game_11148,PSP,1998,Shooter,Electronic Arts,24.53,6.84,12.57,9.01,52.95
11149,Game_11149,XOne,2006,Sports,Sony Computer Entertainment,0.12,0.07,0.06,0.01,0.25
11150,Game_11150,X360,2003,Sports,Nintendo,0.19,0.16,0.08,0.19,0.61
11151,Game_11151,PS3,2010,Misc,Ubisoft,26.82,11.32,9.24,1.14,48.51
11152,Game_11152,PS3,2011,Shooter,Electronic Arts,0.07,0.07,0.01,0.14,0.28
11153,Game_11153,PSP,1987,Racing,Electronic Arts,0.62,0.64,0.22,1.33,2.81
11154,Game_11154,DS,2002,Shooter,Sega,0.38,0.11,0.03,0.48,1.0
11155,Game_11155,Wii,2010,Action,Nintendo,8.11,5.84,1.33,2.89,18.17
11156,Game_11156,Wii,1995,Role-Playing,Nintendo,2.96,2.28,1.66,1.97,8.87
11157,Game_11157,X360,2008,Action,Namco Bandai Games,16.17,3.83,1.16,11.74,32.9
11158,Game_11158,XOne,2015,Sports,Activision,2.56,3.06,0.84,2.36,8.82
11159,Game_11159,PSP,1998,Sports,Electronic Arts,0.14,0.16,0.03,0.14,0.47
11160,Game_11160,XOne,1997,Racing,Activision,2.26,1.08,0.5,2.24,6.08
11161,Game_11161,PSP,1992,Adventure,Nintendo,0.46,0.39,0.19,0.31,1.35
11162,Game_11162,GBA,1985,Action,Ubisoft,0.24,0.21,0.16,0.09,0.69
11163,Game_11163,Wii,2016,Misc,Sony Computer Entertainment,11.81,6.77,1.16,5.06,24.79
11164,Game_11164,GBA,2008,Shooter,Activision,0.05,0.01,0.0,0.01,0.08
11165,Game_11165,3DS,1983,Racing,Capcom,1.29,1.17,0.17,1.24,3.87
11166,Game_11166,X360,2010,Racing,Konami Digital Entertainment,0.61,0.27,0.27,0.09,1.24
11167,Game_11167,3DS,2001,Racing,THQ,0.48,0.16,0.26,0.27,1.16
11168,Game_11168,3DS,2014,Adventure,Konami Digital Entertainment,2.18,1.64,0.32,3.65,7.79
11169,Game_11169,Wii,2008,Simulation,Activision,0.28,0.21,0.07,0.11,0.67
11170,Game_11170,Wii,2007,Shooter,Namco Bandai Games,0.39,0.54,0.36,0.34,1.63
11171,Game_11171,Wii,2007,Shooter,Konami Digital Entertainment,0.15,0.08,0.04,0.01,0.26
11172,Game_11172,Wii,2014,Shooter,THQ,0.98,1.02,0.38,0.91,3.3
11173,Game_11173,PS4,2016,Action,Activision,2.07,1.0,0.84,0.07,3.73
11174,Game_11174,XOne,2002,Adventure,Electronic Arts,0.36,0.07,0.06,0.2,0.69
11175,Game_11175,Wii,2009,Shooter,Namco Bandai Games,0.05,0.03,0.01,0.07,0.16
11176,Game_11176,X360,2004,Role-Playing,Capcom,4.15,0.99,1.17,1.3,7.61
11177,Game_11177,PS3,2010,Simulation,THQ,0.15,0.05,0.07,0.08,0.36
11178,Game_11178,XOne,1992,Adventure,Sony Computer Entertainment,0.21,0.23,0.19,0.16,0.79
11179,Game_11179,PS3,2002,Shooter,Activision,1.31,0.69,0.18,0.17,2.36
11180,Game_11180,XOne,2014,Role-Playing,THQ,0.2,0.09,0.02,0.05,0.37
11181,Game_11181,XOne,1992,Racing,Sega,10.64,2.24,2.63,3.58,19.08
11182,Game_11182,GBA,1995,Platform,Electronic Arts,0.52,0.13,0.22,0.09,0.96
11183,Game_11183,XOne,2004,Action,Sony Computer Entertainment,2.84,2.25,1.26,0.76,7.1
11184,Game_11184,Wii,2000,Simulation,Sony Computer Entertainment,2.46,1.37,0.25,0.92,5.0
11185,Game_11185,X360,2004,Action,THQ,0.5,0.57,0.42,0.43,1.93
11186,Game_11186,Wii,1990,Adventure,Ubisoft,0.09,0.1,0.07,0.15,0.41
11187,Game_11187,PS4,2006,Simulation,Namco Bandai Games,0.74,0.9,0.3,1.0,2.94
11188,Game_11188,PS2,1992,Simulation,Namco Bandai Games,0.39,0.42,0.32,0.78,1.9
11189,Game_11189,GBA,2012,Misc,THQ,1.42,1.08,0.1,0.78,3.37
11190,Game_11190,PS2,1995,Platform,Capcom,0.15,0.05,0.01,0.16,0.37
11191,Game_11191,GBA,1986,Sports,Sega,3.14,2.99,2.91,3.5,12.53
11192,Game_11192,X360,2010,Fighting,Capcom,0.88,0.51,0.12,0.04,1.55
11193,Game_11193,PS2,2015,Adventure,Ubisoft,1.19,0.41,0.26,0.57,2.42
11194,Game_11194,PS3,2004,Action,Sony Computer Entertainment,0.15,0.08,0.09,0.11,0.42
11195,Game_11195,DS,2006,Racing,Nintendo,1.72,0.95,0.71,0.71,4.09
11196,Game_11196,Wii,2014,Shooter,Electronic Arts,0.88,0.5,0.07,0.51,1.96
11197,Game_11197,Wii,2011,Fighting,Electronic Arts,0.4,0.16,0.2,0.19,0.95
11198,Game_11198,PSP,2013,Simulation,Electronic Arts,0.51,0.36,0.22,0.19,1.29
11199,Game_11199,3DS,2000,Simulation,Namco Bandai Games,0.43,0.37,0.15,0.15,1.1
11200,Game_11200,3DS,1995,Racing,Konami Digital Entertainment,0.2,0.1,0.05,0.01,0.35
11201,Game_11201,GBA,2016,Role-Playing,Nintendo,0.04,0.02,0.0,0.07,0.13
11202,Game_11202,DS,2004,Role-Playing,Activision,0.81,0.42,0.08,0.37,1.68
11203,Game_11203,PS2,2007,Platform,Nintendo,2.15,0.43,0.24,0.82,3.65
11204,Game_11204,XOne,2001,Simulation,Activision,0.25,0.15,0.06,0.03,0.49
11205,Game_11205,X360,2000,Shooter,Capcom,0.79,0.24,0.24,0.62,1.89
11206,Game_11206,Wii,1998,Platform,Sony Computer Entertainment,0.24,0.13,0.06,0.03,0.46
11207,Game_11207,PS4,1996,Platform,THQ,0.36,0.39,0.26,0.36,1.38
11208,Game_11208,PSP,1989,Shooter,Nintendo,0.21,0.22,0.06,0.54,1.03
11209,Game_11209,PS3,2010,Platform,Konami Digital Entertainment,0.48,0.19,0.05,0.49,1.21
11210,Game_11210,PS2,2007,Action,Sony Computer Entertainment,0.14,0.03,0.06,0.02,0.26
11211,Game_11211,PS4,2004,Misc,Namco Bandai Games,0.77,0.62,0.42,0.04,1.81
11212,Game_11212,Wii,1996,Adventure,Electronic Arts,1.7,1.31,0.71,0.35,4.07
11213,Game_11213,PS3,1993,Role-Playing,Electronic Arts,0.15,0.19,0.05,0.17,0.56
11214,Game_11214,PS2,2007,Racing,Electronic Arts,0.36,0.12,0.02,0.26,0.76
11215,Game_11215,DS,1999,Simulation,THQ,0.31,0.14,0.12,0.01,0.52
11216,Game_11216,XOne,1987,Misc,Namco Bandai Games,6.0,3.89,0.39,3.28,13.56
11217,Game_11217,DS,2012,Fighting,THQ,4.95,2.55,0.91,0.52,8.93
11218,Game_11218,PS2,2004,Action,Capcom,1.8,0.98,0.64,0.32,3.75
11219,Game_11219,3DS,2001,Fighting,Konami Digital Entertainment,1.39,0.93,0.34,1.28,3.95
11220,Game_11220,XOne,1997,Sports,Activision,0.33,0.13,0.04,0.1,0.6
11221,Game_11221,XOne,2002,Action,Electronic Arts,0.54,0.46,0.12,0.32,1.44
11222,Game_11222,PS2,2016,Adventure,Nintendo,0.1,0.07,0.05,0.25,0.47
11223,Game_11223,PS2,2002,Fighting,Namco Bandai Games,0.31,0.19,0.02,0.07,0.6
11224,Game_11224,GBA,1985,Platform,Ubisoft,1.17,0.76,0.19,0.17,2.3
11225,Game_11225,DS,2010,Role-Playing,Konami Digital Entertainment,0.93,0.71,0.21,0.19,2.03
11226,Game_11226,PSP,1997,Adventure,Namco Bandai Games,1.5,0.72,0.42,0.05,2.63
11227,Game_11227,Wii,2013,Shooter,Electronic Arts,3.87,3.7,1.04,4.79,13.39
11228,Game_11228,GBA,2004,Sports,THQ,1.04,0.65,0.08,0.16,1.93
11229,Game_11229,PS2,2006,Fighting,Ubisoft,1.96,1.22,0.46,1.14,4.78
11230,Game_11230,X360,2008,Sports,Sony Computer Entertainment,0.92,0.6,0.27,0.09,1.88
11231,Game_11231,PSP,2005,Action,Namco Bandai Games,19.73,8.47,6.57,0.7,34.97
11232,Game_11232,GBA,2005,Adventure,Activision,2.1,1.48,1.22,3.4,8.2
11233,Game_11233,PS3,1981,Misc,Ubisoft,1.37,1.43,1.0,1.35,5.15
11234,Game_11234,Wii,2014,Role-Playing,Capcom,0.06,0.05,0.03,0.08,0.22
11235,Game_11235,Wii,2013,Simulation,Sony Computer Entertainment,0.09,0.11,0.07,0.16,0.42
11236,Game_11236,DS,1995,Shooter,Sega,28.38,16.68,2.2,21.62,68.88
11237,Game_11237,DS,2014,Adventure,THQ,22.47,4.78,2.73,14.83,44.8
11238,Game_11238,X360,2009,Adventure,Nintendo,0.59,0.14,0.26,0.09,1.08
11239,Game_11239,X360,2013,Fighting,Capcom,0.52,0.16,0.13,0.63,1.45
11240,Game_11240,Wii,2005,Shooter,Sega,1.13,0.61,0.39,0.04,1.98
11241,Game_11241,PS3,2012,Role-Playing,THQ,1.74,0.33,0.24,0.91,3.22
11242,Game_11242,Wii,1988,Misc,Sony Computer Entertainment,0.34,0.16,0.1,0.21,0.81
11243,Game_11243,Wii,2016,Adventure,Nintendo,0.95,0.76,0.34,0.42,2.47
11244,Game_11244,XOne,2011,Sports,Electronic Arts,0.43,0.2,0.15,0.14,0.92
11245,Game_11245,GBA,2008,Sports,Sega,3.09,1.29,0.56,2.15,7.09
11246,Game_11246,GBA,2013,Misc,Electronic Arts,0.07,0.09,0.06,0.08,0.3
11247,Game_11247,GBA,1998,Adventure,Activision,0.44,0.46,0.35,0.36,1.61
11248,Game_11248,XOne,2008,Role-Playing,Nintendo,2.18,1.88,1.83,1.64,7.53
11249,Game_11249,X360,2015,Role-Playing,Activision,3.87,1.37,0.52,1.62,7.38
11250,Game_11250,PS2,2001,Racing,Electronic Arts,4.47,1.38,0.71,2.45,9.02
11251,Game_11251,3DS,2016,Action,Activision,0.06,0.05,0.02,0.03,0.16
11252,Game_11252,3DS,2008,Misc,Ubisoft,3.24,2.29,1.54,0.14,6.93
11253,Game_11253,PSP,2010,Misc,Sony Computer Entertainment,0.8,0.21,0.23,0.14,1.37
11254,Game_11254,3DS,2011,Action,Electronic Arts,0.09,0.04,0.05,0.08,0.26
11255,Game_11255,PS3,2015,Sports,Namco Bandai Games,5.46,4.44,4.37,6.2,20.48
11256,Game_11256,XOne,1997,Platform,Capcom,0.29,0.07,0.14,0.1,0.61
11257,Game_11257,3DS,2000,Platform,Konami Digital Entertainment,0.16,0.09,0.07,0.04,0.35
11258,Game_11258,PS3,2003,Action,Nintendo,1.52,0.41,0.66,1.22,3.81
11259,Game_11259,DS,2015,Sports,Konami Digital Entertainment,0.74,0.53,0.14,0.58,2.0
11260,Game_11260,PS4,1995,Simulation,Sega,0.39,0.09,0.13,0.05,0.67
11261,Game_11261,X360,1996,Sports,Konami Digital Entertainment,0.31,0.33,0.1,0.31,1.04
11262,Game_11262,GBA,2016,Adventure,Capcom,0.5,0.55,0.13,0.71,1.89
11263,Game_11263,X360,2014,Sports,Konami Digital Entertainment,5.3,2.1,1.69,0.58,9.68
11264,Game_11264,3DS,1985,Adventure,Sony Computer Entertainment,0.77,0.41,0.21,2.06,3.45
11265,Game_11265,DS,2002,Racing,Namco Bandai Games,4.82,2.31,0.6,3.55,11.28
11266,Game_11266,PSP,2015,Sports,Sega,0.24,0.15,0.05,0.42,0.86
11267,Game_11267,DS,1994,Platform,Sega,0.02,0.02,0.01,0.0,0.05
11268,Game_11268,DS,2004,Fighting,Namco Bandai Games,2.1,1.17,0.61,0.07,3.55
11269,Game_11269,DS,2006,Simulation,Nintendo,19.62,16.64,4.64,21.32,62.21
11270,Game_11270,GBA,1981,Adventure,Konami Digital Entertainment,0.91,0.88,0.86,1.14,3.78
11271,Game_11271,PS4,2014,Fighting,Namco Bandai Games,0.11,0.09,0.05,0.04,0.29
11272,Game_11272,X360,2002,Fighting,Capcom,0.24,0.14,0.08,0.32,0.77
11273,Game_11273,X360,2012,Racing,Capcom,0.77,0.17,0.13,0.25,1.32
11274,Game_11274,Wii,2010,Fighting,Konami Digital Entertainment,2.38,0.8,0.48,1.05,4.71
11275,Game_11275,GBA,2006,Role-Playing,Activision,0.18,0.07,0.05,0.2,0.5
11276,Game_11276,PS4,2001,Action,Electronic Arts,0.93,0.32,0.44,0.09,1.78
11277,Game_11277,Wii,1999,Racing,Konami Digital Entertainment,0.78,0.4,0.12,0.83,2.12
11278,Game_11278,XOne,2009,Sports,Sega,26.6,12.33,4.11,32.75,75.79
11279,Game_11279,Wii,2005,Misc,Nintendo,0.34,0.07,0.05,0.21,0.66
11280,Game_11280,X360,2006,Platform,Electronic Arts,0.21,0.06,0.04,0.2,0.51
11281,Game_11281,PSP,2006,Platform,THQ,8.87,5.4,6.15,5.92,26.34
11282,Game_11282,DS,1996,Fighting,Capcom,0.97,0.61,0.26,0.38,2.22
11283,Game_11283,Wii,1991,Shooter,Konami Digital Entertainment,0.3,0.18,0.17,0.32,0.98
11284,Game_11284,PS4,2005,Adventure,THQ,0.26,0.08,0.07,0.16,0.57
11285,Game_11285,PS2,2011,Role-Playing,Namco Bandai Games,0.75,0.34,0.45,0.55,2.09
11286,Game_11286,PS3,2016,Misc,Sony Computer Entertainment,0.69,0.46,0.32,0.62,2.09
11287,Game_11287,Wii,2007,Fighting,Nintendo,0.02,0.01,0.0,0.03,0.06
11288,Game_11288,PS3,2004,Role-Playing,Nintendo,3.22,3.24,2.02,2.75,11.23
11289,Game_11289,PS3,2009,Simulation,Namco Bandai Games,3.08,1.17,0.86,0.56,5.66
11290,Game_11290,DS,2009,Platform,Electronic Arts,0.87,0.45,0.17,0.6,2.09
11291,Game_11291,Wii,2006,Racing,Sega,0.56,0.5,0.35,0.6,2.0
11292,Game_11292,PS2,1988,Sports,Sega,1.01,0.62,0.4,0.04,2.05
11293,Game_11293,PS4,1999,Racing,Sony Computer Entertainment,0.75,0.18,0.25,0.22,1.41
11294,Game_11294,PSP,1999,Adventure,Sony Computer Entertainment,0.33,0.34,0.32,0.39,1.38
11295,Game_11295,PS2,2014,Role-Playing,Namco Bandai Games,0.72,0.68,0.17,0.78,2.36
11296,Game_11296,X360,1985,Fighting,Nintendo,0.82,0.42,0.4,0.47,2.12
11297,Game_11297,X360,2005,Role-Playing,Electronic Arts,0.1,0.06,0.03,0.0,0.18
11298,Game_11298,PS4,2001,Shooter,Nintendo,0.09,0.05,0.03,0.16,0.33
11299,Game_11299,DS,2006,Misc,Ubisoft,1.74,1.13,0.78,0.07,3.36
11300,Game_11300,3DS,1996,Sports,THQ,0.74,0.4,0.23,0.03,1.31
11301,Game_11301,PS3,2011,Racing,Capcom,0.38,0.23,0.06,0.02,0.68
11302,Game_11302,XOne,2010,Platform,Electronic Arts,0.25,0.09,0.01,0.07,0.43
11303,Game_11303,X360,2001,Sports,Nintendo,2.12,0.8,0.48,2.23,5.63
11304,Game_11304,PS2,2014,Fighting,Ubisoft,0.53,0.12,0.13,0.2,0.99
11305,Game_11305,3DS,1996,Simulation,Sega,0.25,0.11,0.12,0.41,0.9
11306,Game_11306,PSP,2006,Simulation,Electronic Arts,16.53,5.01,1.45,13.41,36.39
11307,Game_11307,PSP,2016,Fighting,Ubisoft,0.73,0.44,0.26,0.06,1.49
11308,Game_11308,PSP,1996,Fighting,Ubisoft,23.69,5.64,6.96,7.57,43.86
11309,Game_11309,XOne,1996,Role-Playing,Sony Computer Entertainment,0.04,0.06,0.01,0.08,0.19
11310,Game_11310,3DS,1999,Simulation,Sony Computer Entertainment,9.55,12.62,3.4,11.92,37.49
11311,Game_11311,GBA,1992,Misc,Sony Computer Entertainment,0.57,0.54,0.41,0.25,1.77
11312,Game_11312,GBA,1983,Misc,Konami Digital Entertainment,4.21,2.46,1.21,0.25,8.13
11313,Game_11313,PS4,2004,Action,Ubisoft,0.14,0.03,0.01,0.11,0.29
11314,Game_11314,PSP,2006,Simulation,Ubisoft,0.67,0.56,0.37,0.03,1.63
11315,Game_11315,DS,2006,Racing,Konami Digital Entertainment,0.11,0.03,0.05,0.05,0.24
11316,Game_11316,GBA,2009,Fighting,Sega,1.61,1.22,0.1,1.17,4.09
11317,Game_11317,PS3,2015,Adventure,Sega,0.1,0.05,0.0,0.02,0.17
11318,Game_11318,PSP,1999,Platform,Konami Digital Entertainment,0.22,0.13,0.03,0.39,0.77
11319,Game_11319,3DS,2013,Action,Electronic Arts,1.44,2.24,0.91,2.28,6.87
11320,Game_11320,PSP,2014,Platform,Ubisoft,3.81,4.07,1.25,2.59,11.72
